Year,Sex,States,Count,topicdesc,measuredesc,response,data_value,age_group
2018,Female,Nebraska,772,Cigarette Use (Adults),Smoking Status,Never,65.2,65+
2018,Female,Nebraska,141,E-Cigarette Use (Adults),User Status,Never,80.0,25 to 44
2018,Female,Nebraska,625,E-Cigarette Use (Adults),User Status,Never,80.0,45 to 64
2018,Female,Nebraska,772,E-Cigarette Use (Adults),User Status,Never,80.0,65+
2018,Female,Nebraska,141,Cigarette Use (Adults),Smoking Frequency,Every Day,67.8,25 to 44
2018,Female,Nebraska,625,Cigarette Use (Adults),Smoking Frequency,Every Day,67.8,45 to 64
2018,Female,Nebraska,772,Cigarette Use (Adults),Smoking Frequency,Every Day,67.8,65+
2017,Female,Nebraska,135,Smokeless Tobacco Use (Adults),User Status,Not Current,99.1,25 to 44
2017,Female,Nebraska,624,Smokeless Tobacco Use (Adults),User Status,Not Current,99.1,45 to 64
2017,Female,Nebraska,693,Smokeless Tobacco Use (Adults),User Status,Not Current,99.1,65+
2017,Female,Nebraska,135,E-Cigarette Use (Adults),User Status,Never,82.3,25 to 44
2017,Female,Nebraska,624,E-Cigarette Use (Adults),User Status,Never,82.3,45 to 64
2017,Female,Nebraska,693,E-Cigarette Use (Adults),User Status,Never,82.3,65+
2017,Female,Nebraska,135,Cigarette Use (Adults),Smoking Frequency,Some Days,28.1,25 to 44
2017,Female,Nebraska,624,Cigarette Use (Adults),Smoking Frequency,Some Days,28.1,45 to 64
2017,Female,Nebraska,693,Cigarette Use (Adults),Smoking Frequency,Some Days,28.1,65+
2017,Female,Nebraska,135,Cigarette Use (Adults),Smoking Status,Never,64.9,25 to 44
2017,Female,Nebraska,624,Cigarette Use (Adults),Smoking Status,Never,64.9,45 to 64
2017,Female,Nebraska,693,Cigarette Use (Adults),Smoking Status,Never,64.9,65+
2017,Female,Nebraska,135,Cigarette Use (Adults),Smoking Frequency,Every Day,71.9,25 to 44
2017,Female,Nebraska,624,Cigarette Use (Adults),Smoking Frequency,Every Day,71.9,45 to 64
2017,Female,Nebraska,693,Cigarette Use (Adults),Smoking Frequency,Every Day,71.9,65+
2017,Female,Nebraska,135,Cigarette Use (Adults),Smoking Status,Current,14.5,25 to 44
2017,Female,Nebraska,624,Cigarette Use (Adults),Smoking Status,Current,14.5,45 to 64
2017,Female,Nebraska,693,Cigarette Use (Adults),Smoking Status,Current,14.5,65+
2017,Female,Nebraska,135,Cigarette Use (Adults),Smoking Status,Former,20.6,25 to 44
2017,Female,Nebraska,624,Cigarette Use (Adults),Smoking Status,Former,20.6,45 to 64
2017,Female,Nebraska,693,Cigarette Use (Adults),Smoking Status,Former,20.6,65+
2017,Female,Nebraska,135,E-Cigarette Use (Adults),Frequency of Use,Every Day,28.4,25 to 44
2017,Female,Nebraska,624,E-Cigarette Use (Adults),Frequency of Use,Every Day,28.4,45 to 64
2017,Female,Nebraska,693,E-Cigarette Use (Adults),Frequency of Use,Every Day,28.4,65+
2017,Female,Nebraska,135,E-Cigarette Use (Adults),User Status,Former,14.6,25 to 44
2017,Female,Nebraska,624,E-Cigarette Use (Adults),User Status,Former,14.6,45 to 64
2017,Female,Nebraska,693,E-Cigarette Use (Adults),User Status,Former,14.6,65+
2017,Female,Nebraska,135,Smokeless Tobacco Use (Adults),User Status,Current,0.9,25 to 44
2017,Female,Nebraska,624,Smokeless Tobacco Use (Adults),User Status,Current,0.9,45 to 64
2017,Female,Nebraska,693,Smokeless Tobacco Use (Adults),User Status,Current,0.9,65+
2017,Female,Nebraska,135,E-Cigarette Use (Adults),User Status,Current,3.0,25 to 44
2017,Female,Nebraska,624,E-Cigarette Use (Adults),User Status,Current,3.0,45 to 64
2017,Female,Nebraska,693,E-Cigarette Use (Adults),User Status,Current,3.0,65+
2017,Female,Nebraska,135,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,41.1,25 to 44
2017,Female,Nebraska,624,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,41.1,45 to 64
2017,Female,Nebraska,693,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,41.1,65+
2017,Female,Nebraska,135,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,58.9,25 to 44
2017,Female,Nebraska,624,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,58.9,45 to 64
2017,Female,Nebraska,693,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,58.9,65+
2017,Female,Nebraska,135,E-Cigarette Use (Adults),Frequency of Use,Some Days,71.6,25 to 44
2017,Female,Nebraska,624,E-Cigarette Use (Adults),Frequency of Use,Some Days,71.6,45 to 64
2017,Female,Nebraska,693,E-Cigarette Use (Adults),Frequency of Use,Some Days,71.6,65+
2017,Male,Nebraska,0,E-Cigarette Use (Adults),User Status,Former,19.1,25 to 44
2017,Male,Nebraska,0,Cigarette Use (Adults),Smoking Status,Current,16.4,25 to 44
2017,Male,Nebraska,0,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,68.5,25 to 44
2017,Male,Nebraska,0,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,31.5,25 to 44
2017,Male,Nebraska,0,Cigarette Use (Adults),Smoking Status,Former,28.7,25 to 44
2017,Male,Nebraska,0,E-Cigarette Use (Adults),User Status,Current,4.7,25 to 44
2017,Male,Nebraska,0,Smokeless Tobacco Use (Adults),User Status,Not Current,90.2,25 to 44
2017,Male,Nebraska,0,Cigarette Use (Adults),Smoking Frequency,Some Days,27.9,25 to 44
2017,Male,Nebraska,0,E-Cigarette Use (Adults),Frequency of Use,Some Days,65.1,25 to 44
2017,Male,Nebraska,0,E-Cigarette Use (Adults),Frequency of Use,Every Day,34.9,25 to 44
2017,Male,Nebraska,0,E-Cigarette Use (Adults),User Status,Never,76.2,25 to 44
2017,Male,Nebraska,0,Cigarette Use (Adults),Smoking Frequency,Every Day,72.1,25 to 44
2017,Male,Nebraska,0,Cigarette Use (Adults),Smoking Status,Never,54.9,25 to 44
2017,Male,Nebraska,0,Smokeless Tobacco Use (Adults),User Status,Current,9.8,25 to 44
2016,Male,Nebraska,0,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,40.6,25 to 44
2016,Male,Nebraska,0,Cigarette Use (Adults),Smoking Frequency,Every Day,71.9,25 to 44
2016,Male,Nebraska,0,E-Cigarette Use (Adults),User Status,Never,74.9,25 to 44
2016,Male,Nebraska,0,E-Cigarette Use (Adults),User Status,Former,19.8,25 to 44
2016,Male,Nebraska,0,Cigarette Use (Adults),Smoking Frequency,Some Days,28.1,25 to 44
2016,Male,Nebraska,0,E-Cigarette Use (Adults),Frequency of Use,Every Day,28.2,25 to 44
2016,Male,Nebraska,0,Smokeless Tobacco Use (Adults),User Status,Current,10.5,25 to 44
2016,Male,Nebraska,0,E-Cigarette Use (Adults),User Status,Current,5.3,25 to 44
2016,Male,Nebraska,0,Cigarette Use (Adults),Smoking Status,Former,27.7,25 to 44
2016,Male,Nebraska,0,Cigarette Use (Adults),Smoking Status,Never,53.7,25 to 44
2016,Male,Nebraska,0,Smokeless Tobacco Use (Adults),User Status,Not Current,89.5,25 to 44
2016,Male,Nebraska,0,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,59.4,25 to 44
2016,Male,Nebraska,0,E-Cigarette Use (Adults),Frequency of Use,Some Days,71.8,25 to 44
2016,Male,Nebraska,0,Cigarette Use (Adults),Smoking Status,Current,18.6,25 to 44
2016,Female,Nebraska,123,Cigarette Use (Adults),Smoking Status,Never,63.1,25 to 44
2016,Female,Nebraska,637,Cigarette Use (Adults),Smoking Status,Never,63.1,45 to 64
2016,Female,Nebraska,700,Cigarette Use (Adults),Smoking Status,Never,63.1,65+
2016,Female,Nebraska,123,E-Cigarette Use (Adults),User Status,Former,15.7,25 to 44
2016,Female,Nebraska,637,E-Cigarette Use (Adults),User Status,Former,15.7,45 to 64
2016,Female,Nebraska,700,E-Cigarette Use (Adults),User Status,Former,15.7,65+
2016,Female,Nebraska,123,Cigarette Use (Adults),Smoking Status,Current,15.4,25 to 44
2016,Female,Nebraska,637,Cigarette Use (Adults),Smoking Status,Current,15.4,45 to 64
2016,Female,Nebraska,700,Cigarette Use (Adults),Smoking Status,Current,15.4,65+
2016,Female,Nebraska,123,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,66.2,25 to 44
2016,Female,Nebraska,637,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,66.2,45 to 64
2016,Female,Nebraska,700,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,66.2,65+
2016,Female,Nebraska,123,E-Cigarette Use (Adults),User Status,Current,4.5,25 to 44
2016,Female,Nebraska,637,E-Cigarette Use (Adults),User Status,Current,4.5,45 to 64
2016,Female,Nebraska,700,E-Cigarette Use (Adults),User Status,Current,4.5,65+
2016,Female,Nebraska,123,E-Cigarette Use (Adults),User Status,Never,79.8,25 to 44
2016,Female,Nebraska,637,E-Cigarette Use (Adults),User Status,Never,79.8,45 to 64
2016,Female,Nebraska,700,E-Cigarette Use (Adults),User Status,Never,79.8,65+
2016,Female,Nebraska,123,Cigarette Use (Adults),Smoking Frequency,Some Days,29.7,25 to 44
2016,Female,Nebraska,637,Cigarette Use (Adults),Smoking Frequency,Some Days,29.7,45 to 64
2016,Female,Nebraska,700,Cigarette Use (Adults),Smoking Frequency,Some Days,29.7,65+
2016,Female,Nebraska,123,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,33.8,25 to 44
2016,Female,Nebraska,637,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,33.8,45 to 64
2016,Female,Nebraska,700,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,33.8,65+
2016,Female,Nebraska,123,Smokeless Tobacco Use (Adults),User Status,Not Current,99.1,25 to 44
2016,Female,Nebraska,637,Smokeless Tobacco Use (Adults),User Status,Not Current,99.1,45 to 64
2016,Female,Nebraska,700,Smokeless Tobacco Use (Adults),User Status,Not Current,99.1,65+
2016,Female,Nebraska,123,Cigarette Use (Adults),Smoking Frequency,Every Day,70.3,25 to 44
2016,Female,Nebraska,637,Cigarette Use (Adults),Smoking Frequency,Every Day,70.3,45 to 64
2016,Female,Nebraska,700,Cigarette Use (Adults),Smoking Frequency,Every Day,70.3,65+
2016,Female,Nebraska,123,E-Cigarette Use (Adults),Frequency of Use,Every Day,31.1,25 to 44
2016,Female,Nebraska,637,E-Cigarette Use (Adults),Frequency of Use,Every Day,31.1,45 to 64
2016,Female,Nebraska,700,E-Cigarette Use (Adults),Frequency of Use,Every Day,31.1,65+
2016,Female,Nebraska,123,E-Cigarette Use (Adults),Frequency of Use,Some Days,68.9,25 to 44
2016,Female,Nebraska,637,E-Cigarette Use (Adults),Frequency of Use,Some Days,68.9,45 to 64
2016,Female,Nebraska,700,E-Cigarette Use (Adults),Frequency of Use,Some Days,68.9,65+
2016,Female,Nebraska,123,Cigarette Use (Adults),Smoking Status,Former,21.5,25 to 44
2016,Female,Nebraska,637,Cigarette Use (Adults),Smoking Status,Former,21.5,45 to 64
2016,Female,Nebraska,700,Cigarette Use (Adults),Smoking Status,Former,21.5,65+
2016,Female,Nebraska,123,Smokeless Tobacco Use (Adults),User Status,Current,0.9,25 to 44
2016,Female,Nebraska,637,Smokeless Tobacco Use (Adults),User Status,Current,0.9,45 to 64
2016,Female,Nebraska,700,Smokeless Tobacco Use (Adults),User Status,Current,0.9,65+
2015,Female,Nebraska,132,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,69.6,25 to 44
2015,Female,Nebraska,581,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,69.6,45 to 64
2015,Female,Nebraska,709,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,69.6,65+
2015,Female,Nebraska,132,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,30.4,25 to 44
2015,Female,Nebraska,581,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,30.4,45 to 64
2015,Female,Nebraska,709,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,30.4,65+
2015,Female,Nebraska,132,Cigarette Use (Adults),Smoking Status,Current,15.8,25 to 44
2015,Female,Nebraska,581,Cigarette Use (Adults),Smoking Status,Current,15.8,45 to 64
2015,Female,Nebraska,709,Cigarette Use (Adults),Smoking Status,Current,15.8,65+
2015,Female,Nebraska,132,Smokeless Tobacco Use (Adults),User Status,Not Current,98.9,25 to 44
2015,Female,Nebraska,581,Smokeless Tobacco Use (Adults),User Status,Not Current,98.9,45 to 64
2015,Female,Nebraska,709,Smokeless Tobacco Use (Adults),User Status,Not Current,98.9,65+
2015,Female,Nebraska,132,Smokeless Tobacco Use (Adults),User Status,Current,1.1,25 to 44
2015,Female,Nebraska,581,Smokeless Tobacco Use (Adults),User Status,Current,1.1,45 to 64
2015,Female,Nebraska,709,Smokeless Tobacco Use (Adults),User Status,Current,1.1,65+
2015,Female,Nebraska,132,Cigarette Use (Adults),Smoking Status,Never,63.8,25 to 44
2015,Female,Nebraska,581,Cigarette Use (Adults),Smoking Status,Never,63.8,45 to 64
2015,Female,Nebraska,709,Cigarette Use (Adults),Smoking Status,Never,63.8,65+
2015,Female,Nebraska,132,Cigarette Use (Adults),Smoking Frequency,Every Day,73.3,25 to 44
2015,Female,Nebraska,581,Cigarette Use (Adults),Smoking Frequency,Every Day,73.3,45 to 64
2015,Female,Nebraska,709,Cigarette Use (Adults),Smoking Frequency,Every Day,73.3,65+
2015,Female,Nebraska,132,Cigarette Use (Adults),Smoking Status,Former,20.3,25 to 44
2015,Female,Nebraska,581,Cigarette Use (Adults),Smoking Status,Former,20.3,45 to 64
2015,Female,Nebraska,709,Cigarette Use (Adults),Smoking Status,Former,20.3,65+
2015,Female,Nebraska,132,Cigarette Use (Adults),Smoking Frequency,Some Days,26.7,25 to 44
2015,Female,Nebraska,581,Cigarette Use (Adults),Smoking Frequency,Some Days,26.7,45 to 64
2015,Female,Nebraska,709,Cigarette Use (Adults),Smoking Frequency,Some Days,26.7,65+
2014,Female,Nebraska,115,Cigarette Use (Adults),Smoking Frequency,Every Day,71.9,25 to 44
2014,Female,Nebraska,628,Cigarette Use (Adults),Smoking Frequency,Every Day,71.9,45 to 64
2014,Female,Nebraska,643,Cigarette Use (Adults),Smoking Frequency,Every Day,71.9,65+
2014,Female,Nebraska,115,Smokeless Tobacco Use (Adults),User Status,Not Current,99.0,25 to 44
2014,Female,Nebraska,628,Smokeless Tobacco Use (Adults),User Status,Not Current,99.0,45 to 64
2014,Female,Nebraska,643,Smokeless Tobacco Use (Adults),User Status,Not Current,99.0,65+
2014,Female,Nebraska,115,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,51.5,25 to 44
2014,Female,Nebraska,628,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,51.5,45 to 64
2014,Female,Nebraska,643,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,51.5,65+
2014,Female,Nebraska,115,Cigarette Use (Adults),Smoking Status,Former,21.2,25 to 44
2014,Female,Nebraska,628,Cigarette Use (Adults),Smoking Status,Former,21.2,45 to 64
2014,Female,Nebraska,643,Cigarette Use (Adults),Smoking Status,Former,21.2,65+
2014,Female,Nebraska,115,Cigarette Use (Adults),Smoking Frequency,Some Days,28.1,25 to 44
2014,Female,Nebraska,628,Cigarette Use (Adults),Smoking Frequency,Some Days,28.1,45 to 64
2014,Female,Nebraska,643,Cigarette Use (Adults),Smoking Frequency,Some Days,28.1,65+
2014,Female,Nebraska,115,Smokeless Tobacco Use (Adults),User Status,Current,1.0,25 to 44
2014,Female,Nebraska,628,Smokeless Tobacco Use (Adults),User Status,Current,1.0,45 to 64
2014,Female,Nebraska,643,Smokeless Tobacco Use (Adults),User Status,Current,1.0,65+
2014,Female,Nebraska,115,Cigarette Use (Adults),Smoking Status,Never,62.6,25 to 44
2014,Female,Nebraska,628,Cigarette Use (Adults),Smoking Status,Never,62.6,45 to 64
2014,Female,Nebraska,643,Cigarette Use (Adults),Smoking Status,Never,62.6,65+
2014,Female,Nebraska,115,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,48.5,25 to 44
2014,Female,Nebraska,628,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,48.5,45 to 64
2014,Female,Nebraska,643,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,48.5,65+
2014,Female,Nebraska,115,Cigarette Use (Adults),Smoking Status,Current,16.2,25 to 44
2014,Female,Nebraska,628,Cigarette Use (Adults),Smoking Status,Current,16.2,45 to 64
2014,Female,Nebraska,643,Cigarette Use (Adults),Smoking Status,Current,16.2,65+
2017,Male,Nevada,0,Smokeless Tobacco Use (Adults),User Status,Not Current,94.0,25 to 44
2017,Male,Nevada,17,Smokeless Tobacco Use (Adults),User Status,Not Current,94.0,65+
2017,Male,Nevada,0,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,52.6,25 to 44
2017,Male,Nevada,17,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,52.6,65+
2017,Male,Nevada,0,Cigarette Use (Adults),Smoking Frequency,Some Days,34.5,25 to 44
2017,Male,Nevada,17,Cigarette Use (Adults),Smoking Frequency,Some Days,34.5,65+
2017,Male,Nevada,0,E-Cigarette Use (Adults),User Status,Former,19.8,25 to 44
2017,Male,Nevada,17,E-Cigarette Use (Adults),User Status,Former,19.8,65+
2017,Male,Nevada,0,E-Cigarette Use (Adults),User Status,Current,6.7,25 to 44
2017,Male,Nevada,17,E-Cigarette Use (Adults),User Status,Current,6.7,65+
2017,Male,Nevada,0,E-Cigarette Use (Adults),Frequency of Use,Some Days,49.2,25 to 44
2017,Male,Nevada,17,E-Cigarette Use (Adults),Frequency of Use,Some Days,49.2,65+
2017,Male,Nevada,0,Cigarette Use (Adults),Smoking Status,Never,52.0,25 to 44
2017,Male,Nevada,17,Cigarette Use (Adults),Smoking Status,Never,52.0,65+
2017,Male,Nevada,0,Smokeless Tobacco Use (Adults),User Status,Current,6.0,25 to 44
2017,Male,Nevada,17,Smokeless Tobacco Use (Adults),User Status,Current,6.0,65+
2017,Male,Nevada,0,Cigarette Use (Adults),Smoking Status,Former,28.6,25 to 44
2017,Male,Nevada,17,Cigarette Use (Adults),Smoking Status,Former,28.6,65+
2017,Male,Nevada,0,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,47.4,25 to 44
2017,Male,Nevada,17,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,47.4,65+
2017,Male,Nevada,0,Cigarette Use (Adults),Smoking Status,Current,19.4,25 to 44
2017,Male,Nevada,17,Cigarette Use (Adults),Smoking Status,Current,19.4,65+
2017,Male,Nevada,0,E-Cigarette Use (Adults),Frequency of Use,Every Day,50.8,25 to 44
2017,Male,Nevada,17,E-Cigarette Use (Adults),Frequency of Use,Every Day,50.8,65+
2017,Male,Nevada,0,Cigarette Use (Adults),Smoking Frequency,Every Day,65.5,25 to 44
2017,Male,Nevada,17,Cigarette Use (Adults),Smoking Frequency,Every Day,65.5,65+
2017,Male,Nevada,0,E-Cigarette Use (Adults),User Status,Never,73.5,25 to 44
2017,Male,Nevada,17,E-Cigarette Use (Adults),User Status,Never,73.5,65+
2017,Female,Nevada,187,E-Cigarette Use (Adults),Frequency of Use,Some Days,73.3,25 to 44
2017,Female,Nevada,910,E-Cigarette Use (Adults),Frequency of Use,Some Days,73.3,45 to 64
2017,Female,Nevada,1031,E-Cigarette Use (Adults),Frequency of Use,Some Days,73.3,65+
2017,Female,Nevada,187,Cigarette Use (Adults),Smoking Status,Former,19.3,25 to 44
2017,Female,Nevada,910,Cigarette Use (Adults),Smoking Status,Former,19.3,45 to 64
2017,Female,Nevada,1031,Cigarette Use (Adults),Smoking Status,Former,19.3,65+
2017,Female,Nevada,187,Smokeless Tobacco Use (Adults),User Status,Not Current,98.9,25 to 44
2017,Female,Nevada,910,Smokeless Tobacco Use (Adults),User Status,Not Current,98.9,45 to 64
2017,Female,Nevada,1031,Smokeless Tobacco Use (Adults),User Status,Not Current,98.9,65+
2017,Female,Nevada,187,Cigarette Use (Adults),Smoking Frequency,Some Days,39.6,25 to 44
2017,Female,Nevada,910,Cigarette Use (Adults),Smoking Frequency,Some Days,39.6,45 to 64
2017,Female,Nevada,1031,Cigarette Use (Adults),Smoking Frequency,Some Days,39.6,65+
2017,Female,Nevada,187,E-Cigarette Use (Adults),User Status,Current,4.2,25 to 44
2017,Female,Nevada,910,E-Cigarette Use (Adults),User Status,Current,4.2,45 to 64
2017,Female,Nevada,1031,E-Cigarette Use (Adults),User Status,Current,4.2,65+
2017,Female,Nevada,187,E-Cigarette Use (Adults),User Status,Never,81.3,25 to 44
2017,Female,Nevada,910,E-Cigarette Use (Adults),User Status,Never,81.3,45 to 64
2017,Female,Nevada,1031,E-Cigarette Use (Adults),User Status,Never,81.3,65+
2017,Female,Nevada,187,E-Cigarette Use (Adults),Frequency of Use,Every Day,26.7,25 to 44
2017,Female,Nevada,910,E-Cigarette Use (Adults),Frequency of Use,Every Day,26.7,45 to 64
2017,Female,Nevada,1031,E-Cigarette Use (Adults),Frequency of Use,Every Day,26.7,65+
2017,Female,Nevada,187,E-Cigarette Use (Adults),User Status,Former,14.5,25 to 44
2017,Female,Nevada,910,E-Cigarette Use (Adults),User Status,Former,14.5,45 to 64
2017,Female,Nevada,1031,E-Cigarette Use (Adults),User Status,Former,14.5,65+
2017,Female,Nevada,187,Cigarette Use (Adults),Smoking Frequency,Every Day,60.4,25 to 44
2017,Female,Nevada,910,Cigarette Use (Adults),Smoking Frequency,Every Day,60.4,45 to 64
2017,Female,Nevada,1031,Cigarette Use (Adults),Smoking Frequency,Every Day,60.4,65+
2017,Female,Nevada,187,Smokeless Tobacco Use (Adults),User Status,Current,1.1,25 to 44
2017,Female,Nevada,910,Smokeless Tobacco Use (Adults),User Status,Current,1.1,45 to 64
2017,Female,Nevada,1031,Smokeless Tobacco Use (Adults),User Status,Current,1.1,65+
2017,Female,Nevada,187,Cigarette Use (Adults),Smoking Status,Never,64.9,25 to 44
2017,Female,Nevada,910,Cigarette Use (Adults),Smoking Status,Never,64.9,45 to 64
2017,Female,Nevada,1031,Cigarette Use (Adults),Smoking Status,Never,64.9,65+
2017,Female,Nevada,187,Cigarette Use (Adults),Smoking Status,Current,15.8,25 to 44
2017,Female,Nevada,910,Cigarette Use (Adults),Smoking Status,Current,15.8,45 to 64
2017,Female,Nevada,1031,Cigarette Use (Adults),Smoking Status,Current,15.8,65+
2016,Female,Nevada,197,E-Cigarette Use (Adults),User Status,Former,14.8,25 to 44
2016,Female,Nevada,853,E-Cigarette Use (Adults),User Status,Former,14.8,45 to 64
2016,Female,Nevada,935,E-Cigarette Use (Adults),User Status,Former,14.8,65+
2016,Female,Nevada,197,Cigarette Use (Adults),Smoking Frequency,Some Days,33.6,25 to 44
2016,Female,Nevada,853,Cigarette Use (Adults),Smoking Frequency,Some Days,33.6,45 to 64
2016,Female,Nevada,935,Cigarette Use (Adults),Smoking Frequency,Some Days,33.6,65+
2016,Female,Nevada,197,Cigarette Use (Adults),Smoking Status,Current,14.1,25 to 44
2016,Female,Nevada,853,Cigarette Use (Adults),Smoking Status,Current,14.1,45 to 64
2016,Female,Nevada,935,Cigarette Use (Adults),Smoking Status,Current,14.1,65+
2016,Female,Nevada,197,E-Cigarette Use (Adults),Frequency of Use,Every Day,39.7,25 to 44
2016,Female,Nevada,853,E-Cigarette Use (Adults),Frequency of Use,Every Day,39.7,45 to 64
2016,Female,Nevada,935,E-Cigarette Use (Adults),Frequency of Use,Every Day,39.7,65+
2016,Female,Nevada,197,Smokeless Tobacco Use (Adults),User Status,Not Current,99.3,25 to 44
2016,Female,Nevada,853,Smokeless Tobacco Use (Adults),User Status,Not Current,99.3,45 to 64
2016,Female,Nevada,935,Smokeless Tobacco Use (Adults),User Status,Not Current,99.3,65+
2016,Female,Nevada,197,E-Cigarette Use (Adults),User Status,Current,5.1,25 to 44
2016,Female,Nevada,853,E-Cigarette Use (Adults),User Status,Current,5.1,45 to 64
2016,Female,Nevada,935,E-Cigarette Use (Adults),User Status,Current,5.1,65+
2016,Female,Nevada,197,Smokeless Tobacco Use (Adults),User Status,Current,0.7,25 to 44
2016,Female,Nevada,853,Smokeless Tobacco Use (Adults),User Status,Current,0.7,45 to 64
2016,Female,Nevada,935,Smokeless Tobacco Use (Adults),User Status,Current,0.7,65+
2016,Female,Nevada,197,Cigarette Use (Adults),Smoking Status,Never,64.9,25 to 44
2016,Female,Nevada,853,Cigarette Use (Adults),Smoking Status,Never,64.9,45 to 64
2016,Female,Nevada,935,Cigarette Use (Adults),Smoking Status,Never,64.9,65+
2016,Female,Nevada,197,Cigarette Use (Adults),Smoking Status,Former,21.0,25 to 44
2016,Female,Nevada,853,Cigarette Use (Adults),Smoking Status,Former,21.0,45 to 64
2016,Female,Nevada,935,Cigarette Use (Adults),Smoking Status,Former,21.0,65+
2016,Female,Nevada,197,E-Cigarette Use (Adults),User Status,Never,80.1,25 to 44
2016,Female,Nevada,853,E-Cigarette Use (Adults),User Status,Never,80.1,45 to 64
2016,Female,Nevada,935,E-Cigarette Use (Adults),User Status,Never,80.1,65+
2016,Female,Nevada,197,E-Cigarette Use (Adults),Frequency of Use,Some Days,60.3,25 to 44
2016,Female,Nevada,853,E-Cigarette Use (Adults),Frequency of Use,Some Days,60.3,45 to 64
2016,Female,Nevada,935,E-Cigarette Use (Adults),Frequency of Use,Some Days,60.3,65+
2016,Female,Nevada,197,Cigarette Use (Adults),Smoking Frequency,Every Day,66.4,25 to 44
2016,Female,Nevada,853,Cigarette Use (Adults),Smoking Frequency,Every Day,66.4,45 to 64
2016,Female,Nevada,935,Cigarette Use (Adults),Smoking Frequency,Every Day,66.4,65+
2015,Female,Nevada,200,Cigarette Use (Adults),Smoking Status,Current,14.6,25 to 44
2015,Female,Nevada,831,Cigarette Use (Adults),Smoking Status,Current,14.6,45 to 64
2015,Female,Nevada,830,Cigarette Use (Adults),Smoking Status,Current,14.6,65+
2015,Female,Nevada,200,Cigarette Use (Adults),Smoking Frequency,Every Day,77.9,25 to 44
2015,Female,Nevada,831,Cigarette Use (Adults),Smoking Frequency,Every Day,77.9,45 to 64
2015,Female,Nevada,830,Cigarette Use (Adults),Smoking Frequency,Every Day,77.9,65+
2015,Female,Nevada,200,Cigarette Use (Adults),Smoking Status,Never,61.7,25 to 44
2015,Female,Nevada,831,Cigarette Use (Adults),Smoking Status,Never,61.7,45 to 64
2015,Female,Nevada,830,Cigarette Use (Adults),Smoking Status,Never,61.7,65+
2015,Female,Nevada,200,Cigarette Use (Adults),Smoking Frequency,Some Days,22.1,25 to 44
2015,Female,Nevada,831,Cigarette Use (Adults),Smoking Frequency,Some Days,22.1,45 to 64
2015,Female,Nevada,830,Cigarette Use (Adults),Smoking Frequency,Some Days,22.1,65+
2015,Female,Nevada,200,Cigarette Use (Adults),Smoking Status,Former,23.7,25 to 44
2015,Female,Nevada,831,Cigarette Use (Adults),Smoking Status,Former,23.7,45 to 64
2015,Female,Nevada,830,Cigarette Use (Adults),Smoking Status,Former,23.7,65+
2015,Female,Nevada,200,Smokeless Tobacco Use (Adults),User Status,Not Current,98.7,25 to 44
2015,Female,Nevada,831,Smokeless Tobacco Use (Adults),User Status,Not Current,98.7,45 to 64
2015,Female,Nevada,830,Smokeless Tobacco Use (Adults),User Status,Not Current,98.7,65+
2015,Female,Nevada,200,Smokeless Tobacco Use (Adults),User Status,Current,1.3,25 to 44
2015,Female,Nevada,831,Smokeless Tobacco Use (Adults),User Status,Current,1.3,45 to 64
2015,Female,Nevada,830,Smokeless Tobacco Use (Adults),User Status,Current,1.3,65+
2014,Female,Nevada,174,Cigarette Use (Adults),Smoking Frequency,Some Days,37.3,25 to 44
2014,Female,Nevada,792,Cigarette Use (Adults),Smoking Frequency,Some Days,37.3,45 to 64
