Leading Cancer Sites,Leading Cancer Sites Code,States,States Code,Year,Year Code,Sex,Sex Code,Count,age_group
Lung and Bronchus,22030,Connecticut,9,2014,2014,Male,M,355,45 to 64
Lung and Bronchus,22030,Connecticut,9,2015,2015,Female,F,366,45 to 64
Lung and Bronchus,22030,Connecticut,9,2015,2015,Male,M,356,45 to 64
Lung and Bronchus,22030,Connecticut,9,2016,2016,Female,F,400,45 to 64
Lung and Bronchus,22030,Connecticut,9,2016,2016,Male,M,375,45 to 64
Lung and Bronchus,22030,Connecticut,9,2017,2017,Female,F,374,45 to 64
Lung and Bronchus,22030,Connecticut,9,2017,2017,Male,M,350,45 to 64
Lung and Bronchus,22030,Connecticut,9,2018,2018,Female,F,344,45 to 64
Lung and Bronchus,22030,Connecticut,9,2018,2018,Male,M,348,45 to 64
Lung and Bronchus,22030,Delaware,10,2014,2014,Female,F,127,45 to 64
Lung and Bronchus,22030,Delaware,10,2014,2014,Male,M,108,45 to 64
Lung and Bronchus,22030,Delaware,10,2015,2015,Female,F,114,45 to 64
Lung and Bronchus,22030,Delaware,10,2015,2015,Male,M,120,45 to 64
Lung and Bronchus,22030,Delaware,10,2016,2016,Female,F,146,45 to 64
Lung and Bronchus,22030,Delaware,10,2016,2016,Male,M,88,45 to 64
Lung and Bronchus,22030,Delaware,10,2017,2017,Female,F,101,45 to 64
Lung and Bronchus,22030,Delaware,10,2017,2017,Male,M,101,45 to 64
Lung and Bronchus,22030,Delaware,10,2018,2018,Female,F,115,45 to 64
Lung and Bronchus,22030,Delaware,10,2018,2018,Male,M,114,45 to 64
Lung and Bronchus,22030,District of Columbia,11,2014,2014,Female,F,59,45 to 64
Lung and Bronchus,22030,District of Columbia,11,2014,2014,Male,M,65,45 to 64
Lung and Bronchus,22030,District of Columbia,11,2015,2015,Female,F,79,45 to 64
Lung and Bronchus,22030,District of Columbia,11,2015,2015,Male,M,52,45 to 64
Lung and Bronchus,22030,District of Columbia,11,2016,2016,Female,F,62,45 to 64
Lung and Bronchus,22030,District of Columbia,11,2016,2016,Male,M,49,45 to 64
Lung and Bronchus,22030,District of Columbia,11,2017,2017,Female,F,49,45 to 64
Lung and Bronchus,22030,District of Columbia,11,2017,2017,Male,M,40,45 to 64
Lung and Bronchus,22030,District of Columbia,11,2018,2018,Female,F,40,45 to 64
Lung and Bronchus,22030,District of Columbia,11,2018,2018,Male,M,52,45 to 64
Lung and Bronchus,22030,Florida,12,2014,2014,Female,F,2162,45 to 64
Lung and Bronchus,22030,Florida,12,2014,2014,Male,M,2549,45 to 64
Lung and Bronchus,22030,Florida,12,2015,2015,Female,F,2160,45 to 64
Lung and Bronchus,22030,Florida,12,2015,2015,Male,M,2492,45 to 64
Lung and Bronchus,22030,Florida,12,2016,2016,Female,F,2295,45 to 64
Lung and Bronchus,22030,Florida,12,2016,2016,Male,M,2483,45 to 64
Lung and Bronchus,22030,Florida,12,2017,2017,Female,F,2220,45 to 64
Lung and Bronchus,22030,Florida,12,2017,2017,Male,M,2488,45 to 64
Lung and Bronchus,22030,Florida,12,2018,2018,Female,F,2185,45 to 64
Lung and Bronchus,22030,Florida,12,2018,2018,Male,M,2292,45 to 64
Lung and Bronchus,22030,Georgia,13,2014,2014,Female,F,942,45 to 64
Lung and Bronchus,22030,Georgia,13,2014,2014,Male,M,1248,45 to 64
Lung and Bronchus,22030,Georgia,13,2015,2015,Female,F,950,45 to 64
Lung and Bronchus,22030,Georgia,13,2015,2015,Male,M,1254,45 to 64
Lung and Bronchus,22030,Georgia,13,2016,2016,Female,F,963,45 to 64
Lung and Bronchus,22030,Georgia,13,2016,2016,Male,M,1210,45 to 64
Lung and Bronchus,22030,Georgia,13,2017,2017,Female,F,999,45 to 64
Lung and Bronchus,22030,Georgia,13,2017,2017,Male,M,1208,45 to 64
Lung and Bronchus,22030,Georgia,13,2018,2018,Female,F,988,45 to 64
Lung and Bronchus,22030,Georgia,13,2018,2018,Male,M,1103,45 to 64
Lung and Bronchus,22030,Hawaii,15,2014,2014,Female,F,89,45 to 64
Lung and Bronchus,22030,Hawaii,15,2014,2014,Male,M,123,45 to 64
Lung and Bronchus,22030,Hawaii,15,2015,2015,Female,F,104,45 to 64
Lung and Bronchus,22030,Hawaii,15,2015,2015,Male,M,119,45 to 64
Lung and Bronchus,22030,Hawaii,15,2016,2016,Female,F,86,45 to 64
Lung and Bronchus,22030,Hawaii,15,2016,2016,Male,M,116,45 to 64
Lung and Bronchus,22030,Hawaii,15,2017,2017,Female,F,88,45 to 64
Lung and Bronchus,22030,Hawaii,15,2017,2017,Male,M,125,45 to 64
Lung and Bronchus,22030,Hawaii,15,2018,2018,Female,F,77,45 to 64
Lung and Bronchus,22030,Hawaii,15,2018,2018,Male,M,105,45 to 64
Lung and Bronchus,22030,Idaho,16,2014,2014,Female,F,120,45 to 64
Lung and Bronchus,22030,Idaho,16,2014,2014,Male,M,124,45 to 64
Lung and Bronchus,22030,Idaho,16,2015,2015,Female,F,116,45 to 64
Lung and Bronchus,22030,Idaho,16,2015,2015,Male,M,118,45 to 64
Lung and Bronchus,22030,Idaho,16,2016,2016,Female,F,119,45 to 64
Lung and Bronchus,22030,Idaho,16,2016,2016,Male,M,111,45 to 64
Lung and Bronchus,22030,Idaho,16,2017,2017,Female,F,119,45 to 64
Lung and Bronchus,22030,Idaho,16,2017,2017,Male,M,92,45 to 64
Lung and Bronchus,22030,Idaho,16,2018,2018,Female,F,101,45 to 64
Lung and Bronchus,22030,Idaho,16,2018,2018,Male,M,114,45 to 64
Lung and Bronchus,22030,Illinois,17,2014,2014,Female,F,1351,45 to 64
Lung and Bronchus,22030,Illinois,17,2014,2014,Male,M,1549,45 to 64
Lung and Bronchus,22030,Illinois,17,2015,2015,Female,F,1382,45 to 64
Lung and Bronchus,22030,Illinois,17,2015,2015,Male,M,1457,45 to 64
Lung and Bronchus,22030,Illinois,17,2016,2016,Female,F,1311,45 to 64
Lung and Bronchus,22030,Illinois,17,2016,2016,Male,M,1366,45 to 64
Lung and Bronchus,22030,Illinois,17,2017,2017,Female,F,1316,45 to 64
Lung and Bronchus,22030,Illinois,17,2017,2017,Male,M,1424,45 to 64
Lung and Bronchus,22030,Illinois,17,2018,2018,Female,F,1286,45 to 64
Lung and Bronchus,22030,Illinois,17,2018,2018,Male,M,1312,45 to 64
Lung and Bronchus,22030,Indiana,18,2014,2014,Female,F,774,45 to 64
Lung and Bronchus,22030,Indiana,18,2014,2014,Male,M,974,45 to 64
Lung and Bronchus,22030,Indiana,18,2015,2015,Female,F,863,45 to 64
Lung and Bronchus,22030,Indiana,18,2015,2015,Male,M,1019,45 to 64
Lung and Bronchus,22030,Indiana,18,2016,2016,Female,F,851,45 to 64
Lung and Bronchus,22030,Indiana,18,2016,2016,Male,M,1000,45 to 64
Lung and Bronchus,22030,Indiana,18,2017,2017,Female,F,817,45 to 64
Lung and Bronchus,22030,Indiana,18,2017,2017,Male,M,903,45 to 64
Lung and Bronchus,22030,Indiana,18,2018,2018,Female,F,821,45 to 64
Lung and Bronchus,22030,Indiana,18,2018,2018,Male,M,843,45 to 64
Lung and Bronchus,22030,Iowa,19,2014,2014,Female,F,314,45 to 64
Lung and Bronchus,22030,Iowa,19,2014,2014,Male,M,372,45 to 64
Lung and Bronchus,22030,Iowa,19,2015,2015,Female,F,343,45 to 64
Lung and Bronchus,22030,Iowa,19,2015,2015,Male,M,418,45 to 64
Lung and Bronchus,22030,Iowa,19,2016,2016,Female,F,350,45 to 64
Lung and Bronchus,22030,Iowa,19,2016,2016,Male,M,352,45 to 64
Lung and Bronchus,22030,Iowa,19,2017,2017,Female,F,335,45 to 64
Lung and Bronchus,22030,Iowa,19,2017,2017,Male,M,403,45 to 64
Lung and Bronchus,22030,Iowa,19,2018,2018,Female,F,353,45 to 64
Lung and Bronchus,22030,Iowa,19,2018,2018,Male,M,357,45 to 64
Lung and Bronchus,22030,Kansas,20,2014,2014,Female,F,277,45 to 64
Lung and Bronchus,22030,Kansas,20,2014,2014,Male,M,326,45 to 64
Lung and Bronchus,22030,Kansas,20,2015,2015,Female,F,282,45 to 64
Lung and Bronchus,22030,Kansas,20,2015,2015,Male,M,268,45 to 64
Lung and Bronchus,22030,Kansas,20,2016,2016,Female,F,280,45 to 64
Lung and Bronchus,22030,Kansas,20,2016,2016,Male,M,277,45 to 64
Lung and Bronchus,22030,Kansas,20,2017,2017,Female,F,269,45 to 64
Lung and Bronchus,22030,Kansas,20,2017,2017,Male,M,288,45 to 64
Lung and Bronchus,22030,Kansas,20,2018,2018,Female,F,276,45 to 64
Lung and Bronchus,22030,Kansas,20,2018,2018,Male,M,288,45 to 64
Lung and Bronchus,22030,Kentucky,21,2014,2014,Female,F,781,45 to 64
Lung and Bronchus,22030,Kentucky,21,2014,2014,Male,M,934,45 to 64
Lung and Bronchus,22030,Kentucky,21,2015,2015,Female,F,781,45 to 64
Lung and Bronchus,22030,Kentucky,21,2015,2015,Male,M,929,45 to 64
Lung and Bronchus,22030,Kentucky,21,2016,2016,Female,F,745,45 to 64
Lung and Bronchus,22030,Kentucky,21,2016,2016,Male,M,858,45 to 64
Lung and Bronchus,22030,Kentucky,21,2017,2017,Female,F,844,45 to 64
Lung and Bronchus,22030,Kentucky,21,2017,2017,Male,M,834,45 to 64
Lung and Bronchus,22030,Kentucky,21,2018,2018,Female,F,805,45 to 64
Lung and Bronchus,22030,Kentucky,21,2018,2018,Male,M,828,45 to 64
Lung and Bronchus,22030,Louisiana,22,2014,2014,Female,F,526,45 to 64
Lung and Bronchus,22030,Louisiana,22,2014,2014,Male,M,738,45 to 64
Lung and Bronchus,22030,Louisiana,22,2015,2015,Female,F,525,45 to 64
Lung and Bronchus,22030,Louisiana,22,2015,2015,Male,M,708,45 to 64
Lung and Bronchus,22030,Louisiana,22,2016,2016,Female,F,533,45 to 64
Lung and Bronchus,22030,Louisiana,22,2016,2016,Male,M,660,45 to 64
Lung and Bronchus,22030,Louisiana,22,2017,2017,Female,F,559,45 to 64
Lung and Bronchus,22030,Louisiana,22,2017,2017,Male,M,665,45 to 64
Lung and Bronchus,22030,Louisiana,22,2018,2018,Female,F,513,45 to 64
Lung and Bronchus,22030,Louisiana,22,2018,2018,Male,M,634,45 to 64
Lung and Bronchus,22030,Maine,23,2014,2014,Female,F,197,45 to 64
Lung and Bronchus,22030,Maine,23,2014,2014,Male,M,238,45 to 64
Lung and Bronchus,22030,Maine,23,2015,2015,Female,F,181,45 to 64
Lung and Bronchus,22030,Maine,23,2015,2015,Male,M,220,45 to 64
Lung and Bronchus,22030,Maine,23,2016,2016,Female,F,218,45 to 64
Lung and Bronchus,22030,Maine,23,2016,2016,Male,M,238,45 to 64
Lung and Bronchus,22030,Maine,23,2017,2017,Female,F,204,45 to 64
Lung and Bronchus,22030,Maine,23,2017,2017,Male,M,203,45 to 64
Lung and Bronchus,22030,Maine,23,2018,2018,Female,F,228,45 to 64
Lung and Bronchus,22030,Maine,23,2018,2018,Male,M,206,45 to 64
Lung and Bronchus,22030,Maryland,24,2014,2014,Female,F,590,45 to 64
Lung and Bronchus,22030,Maryland,24,2014,2014,Male,M,609,45 to 64
Lung and Bronchus,22030,Maryland,24,2015,2015,Female,F,566,45 to 64
Lung and Bronchus,22030,Maryland,24,2015,2015,Male,M,558,45 to 64
Lung and Bronchus,22030,Maryland,24,2016,2016,Female,F,571,45 to 64
Lung and Bronchus,22030,Maryland,24,2016,2016,Male,M,569,45 to 64
Lung and Bronchus,22030,Maryland,24,2017,2017,Female,F,667,45 to 64
Lung and Bronchus,22030,Maryland,24,2017,2017,Male,M,538,45 to 64
Lung and Bronchus,22030,Maryland,24,2018,2018,Female,F,574,45 to 64
Lung and Bronchus,22030,Maryland,24,2018,2018,Male,M,543,45 to 64
Lung and Bronchus,22030,Massachusetts,25,2014,2014,Female,F,737,45 to 64
Lung and Bronchus,22030,Massachusetts,25,2014,2014,Male,M,685,45 to 64
Lung and Bronchus,22030,Massachusetts,25,2015,2015,Female,F,765,45 to 64
Lung and Bronchus,22030,Massachusetts,25,2015,2015,Male,M,699,45 to 64
Lung and Bronchus,22030,Massachusetts,25,2016,2016,Female,F,810,45 to 64
Lung and Bronchus,22030,Massachusetts,25,2016,2016,Male,M,710,45 to 64
Lung and Bronchus,22030,Massachusetts,25,2017,2017,Female,F,771,45 to 64
Lung and Bronchus,22030,Massachusetts,25,2017,2017,Male,M,701,45 to 64
Lung and Bronchus,22030,Massachusetts,25,2018,2018,Female,F,756,45 to 64
Lung and Bronchus,22030,Massachusetts,25,2018,2018,Male,M,631,45 to 64
Lung and Bronchus,22030,Michigan,26,2014,2014,Female,F,1236,45 to 64
Lung and Bronchus,22030,Michigan,26,2014,2014,Male,M,1337,45 to 64
Lung and Bronchus,22030,Michigan,26,2015,2015,Female,F,1241,45 to 64
Lung and Bronchus,22030,Michigan,26,2015,2015,Male,M,1278,45 to 64
Lung and Bronchus,22030,Michigan,26,2016,2016,Female,F,1273,45 to 64
Lung and Bronchus,22030,Michigan,26,2016,2016,Male,M,1342,45 to 64
Lung and Bronchus,22030,Michigan,26,2017,2017,Female,F,1199,45 to 64
Lung and Bronchus,22030,Michigan,26,2017,2017,Male,M,1258,45 to 64
Lung and Bronchus,22030,Michigan,26,2018,2018,Female,F,1230,45 to 64
Lung and Bronchus,22030,Michigan,26,2018,2018,Male,M,1262,45 to 64
Lung and Bronchus,22030,Minnesota,27,2014,2014,Female,F,502,45 to 64
Lung and Bronchus,22030,Minnesota,27,2014,2014,Male,M,505,45 to 64
Lung and Bronchus,22030,Minnesota,27,2015,2015,Female,F,583,45 to 64
Lung and Bronchus,22030,Minnesota,27,2015,2015,Male,M,581,45 to 64
Lung and Bronchus,22030,Minnesota,27,2016,2016,Female,F,517,45 to 64
Lung and Bronchus,22030,Minnesota,27,2016,2016,Male,M,524,45 to 64
Lung and Bronchus,22030,Minnesota,27,2017,2017,Female,F,493,45 to 64
Lung and Bronchus,22030,Minnesota,27,2017,2017,Male,M,542,45 to 64
Lung and Bronchus,22030,Minnesota,27,2018,2018,Female,F,472,45 to 64
Lung and Bronchus,22030,Minnesota,27,2018,2018,Male,M,460,45 to 64
Lung and Bronchus,22030,Mississippi,28,2014,2014,Female,F,356,45 to 64
Lung and Bronchus,22030,Mississippi,28,2014,2014,Male,M,561,45 to 64
Lung and Bronchus,22030,Mississippi,28,2015,2015,Female,F,387,45 to 64
Lung and Bronchus,22030,Mississippi,28,2015,2015,Male,M,496,45 to 64
Lung and Bronchus,22030,Mississippi,28,2016,2016,Female,F,399,45 to 64
Lung and Bronchus,22030,Mississippi,28,2016,2016,Male,M,534,45 to 64
Lung and Bronchus,22030,Mississippi,28,2017,2017,Female,F,396,45 to 64
Lung and Bronchus,22030,Mississippi,28,2017,2017,Male,M,481,45 to 64
Lung and Bronchus,22030,Mississippi,28,2018,2018,Female,F,384,45 to 64
Lung and Bronchus,22030,Mississippi,28,2018,2018,Male,M,497,45 to 64
Lung and Bronchus,22030,Missouri,29,2014,2014,Female,F,836,45 to 64
Lung and Bronchus,22030,Missouri,29,2014,2014,Male,M,879,45 to 64
Lung and Bronchus,22030,Missouri,29,2015,2015,Female,F,839,45 to 64
Lung and Bronchus,22030,Missouri,29,2015,2015,Male,M,918,45 to 64
Lung and Bronchus,22030,Missouri,29,2016,2016,Female,F,819,45 to 64
Lung and Bronchus,22030,Missouri,29,2016,2016,Male,M,798,45 to 64
Lung and Bronchus,22030,Missouri,29,2017,2017,Female,F,830,45 to 64
Lung and Bronchus,22030,Missouri,29,2017,2017,Male,M,908,45 to 64
Lung and Bronchus,22030,Missouri,29,2018,2018,Female,F,839,45 to 64
Lung and Bronchus,22030,Missouri,29,2018,2018,Male,M,875,45 to 64
Lung and Bronchus,22030,Montana,30,2014,2014,Female,F,89,45 to 64
Lung and Bronchus,22030,Montana,30,2014,2014,Male,M,90,45 to 64
Lung and Bronchus,22030,Montana,30,2015,2015,Female,F,101,45 to 64
Lung and Bronchus,22030,Montana,30,2015,2015,Male,M,83,45 to 64
Lung and Bronchus,22030,Montana,30,2016,2016,Female,F,125,45 to 64
Lung and Bronchus,22030,Montana,30,2016,2016,Male,M,95,45 to 64
Lung and Bronchus,22030,Montana,30,2017,2017,Female,F,93,45 to 64
Lung and Bronchus,22030,Montana,30,2017,2017,Male,M,69,45 to 64
Lung and Bronchus,22030,Montana,30,2018,2018,Female,F,83,45 to 64
Lung and Bronchus,22030,Montana,30,2018,2018,Male,M,89,45 to 64
Lung and Bronchus,22030,Nebraska,31,2014,2014,Female,F,172,45 to 64
Lung and Bronchus,22030,Nebraska,31,2014,2014,Male,M,181,45 to 64
Lung and Bronchus,22030,Nebraska,31,2015,2015,Female,F,181,45 to 64
Lung and Bronchus,22030,Nebraska,31,2015,2015,Male,M,178,45 to 64
Lung and Bronchus,22030,Nebraska,31,2016,2016,Female,F,183,45 to 64
Lung and Bronchus,22030,Nebraska,31,2016,2016,Male,M,193,45 to 64
Lung and Bronchus,22030,Nebraska,31,2017,2017,Female,F,173,45 to 64
Lung and Bronchus,22030,Nebraska,31,2017,2017,Male,M,182,45 to 64
Lung and Bronchus,22030,Nebraska,31,2018,2018,Female,F,168,45 to 64
Lung and Bronchus,22030,Nebraska,31,2018,2018,Male,M,205,45 to 64
Lung and Bronchus,22030,Nevada,32,2014,2014,Female,F,242,45 to 64
Lung and Bronchus,22030,Nevada,32,2014,2014,Male,M,185,45 to 64
Lung and Bronchus,22030,Nevada,32,2015,2015,Female,F,216,45 to 64
Lung and Bronchus,22030,Nevada,32,2015,2015,Male,M,211,45 to 64
Lung and Bronchus,22030,Nevada,32,2016,2016,Female,F,203,45 to 64
Lung and Bronchus,22030,Nevada,32,2016,2016,Male,M,199,45 to 64
Lung and Bronchus,22030,Nevada,32,2017,2017,Female,F,224,45 to 64
Lung and Bronchus,22030,Nevada,32,2017,2017,Male,M,203,45 to 64
Lung and Bronchus,22030,Nevada,32,2018,2018,Female,F,0,45 to 64
Lung and Bronchus,22030,Nevada,32,2018,2018,Male,M,0,45 to 64
Lung and Bronchus,22030,New Hampshire,33,2014,2014,Female,F,189,45 to 64
Lung and Bronchus,22030,New Hampshire,33,2014,2014,Male,M,148,45 to 64
Lung and Bronchus,22030,New Hampshire,33,2015,2015,Female,F,200,45 to 64
Lung and Bronchus,22030,New Hampshire,33,2015,2015,Male,M,179,45 to 64
Lung and Bronchus,22030,New Hampshire,33,2016,2016,Female,F,182,45 to 64
Lung and Bronchus,22030,New Hampshire,33,2016,2016,Male,M,156,45 to 64
Lung and Bronchus,22030,New Hampshire,33,2017,2017,Female,F,206,45 to 64
Lung and Bronchus,22030,New Hampshire,33,2017,2017,Male,M,163,45 to 64
Lung and Bronchus,22030,New Hampshire,33,2018,2018,Female,F,182,45 to 64
Lung and Bronchus,22030,New Hampshire,33,2018,2018,Male,M,152,45 to 64
Lung and Bronchus,22030,New Jersey,34,2014,2014,Female,F,868,45 to 64
Lung and Bronchus,22030,New Jersey,34,2014,2014,Male,M,767,45 to 64
Lung and Bronchus,22030,New Jersey,34,2015,2015,Female,F,831,45 to 64
Lung and Bronchus,22030,New Jersey,34,2015,2015,Male,M,785,45 to 64
Lung and Bronchus,22030,New Jersey,34,2016,2016,Female,F,835,45 to 64
Lung and Bronchus,22030,New Jersey,34,2016,2016,Male,M,746,45 to 64
Lung and Bronchus,22030,New Jersey,34,2017,2017,Female,F,764,45 to 64
Lung and Bronchus,22030,New Jersey,34,2017,2017,Male,M,721,45 to 64
Lung and Bronchus,22030,New Jersey,34,2018,2018,Female,F,805,45 to 64
Lung and Bronchus,22030,New Jersey,34,2018,2018,Male,M,712,45 to 64
Lung and Bronchus,22030,New Mexico,35,2014,2014,Female,F,106,45 to 64
Lung and Bronchus,22030,New Mexico,35,2014,2014,Male,M,132,45 to 64
Lung and Bronchus,22030,New Mexico,35,2015,2015,Female,F,128,45 to 64
Lung and Bronchus,22030,New Mexico,35,2015,2015,Male,M,119,45 to 64
Lung and Bronchus,22030,New Mexico,35,2016,2016,Female,F,116,45 to 64
Lung and Bronchus,22030,New Mexico,35,2016,2016,Male,M,124,45 to 64
Lung and Bronchus,22030,New Mexico,35,2017,2017,Female,F,121,45 to 64
Lung and Bronchus,22030,New Mexico,35,2017,2017,Male,M,103,45 to 64
Lung and Bronchus,22030,New Mexico,35,2018,2018,Female,F,127,45 to 64
Lung and Bronchus,22030,New Mexico,35,2018,2018,Male,M,104,45 to 64
Lung and Bronchus,22030,New York,36,2014,2014,Female,F,2046,45 to 64
Lung and Bronchus,22030,New York,36,2014,2014,Male,M,2012,45 to 64
Lung and Bronchus,22030,New York,36,2015,2015,Female,F,2037,45 to 64
Lung and Bronchus,22030,New York,36,2015,2015,Male,M,1996,45 to 64
Lung and Bronchus,22030,New York,36,2016,2016,Female,F,2096,45 to 64
Lung and Bronchus,22030,New York,36,2016,2016,Male,M,2015,45 to 64
Lung and Bronchus,22030,New York,36,2017,2017,Female,F,2044,45 to 64
Lung and Bronchus,22030,New York,36,2017,2017,Male,M,2031,45 to 64
Lung and Bronchus,22030,New York,36,2018,2018,Female,F,2002,45 to 64
Lung and Bronchus,22030,New York,36,2018,2018,Male,M,1926,45 to 64
Lung and Bronchus,22030,North Carolina,37,2014,2014,Female,F,1125,45 to 64
Lung and Bronchus,22030,North Carolina,37,2014,2014,Male,M,1353,45 to 64
Lung and Bronchus,22030,North Carolina,37,2015,2015,Female,F,1232,45 to 64
Lung and Bronchus,22030,North Carolina,37,2015,2015,Male,M,1436,45 to 64
Lung and Bronchus,22030,North Carolina,37,2016,2016,Female,F,1189,45 to 64
Lung and Bronchus,22030,North Carolina,37,2016,2016,Male,M,1330,45 to 64
Lung and Bronchus,22030,North Carolina,37,2017,2017,Female,F,1210,45 to 64
Lung and Bronchus,22030,North Carolina,37,2017,2017,Male,M,1350,45 to 64
Lung and Bronchus,22030,North Carolina,37,2018,2018,Female,F,1127,45 to 64
Lung and Bronchus,22030,North Carolina,37,2018,2018,Male,M,1282,45 to 64
Lung and Bronchus,22030,North Dakota,38,2014,2014,Female,F,73,45 to 64
Lung and Bronchus,22030,North Dakota,38,2014,2014,Male,M,76,45 to 64
Lung and Bronchus,22030,North Dakota,38,2015,2015,Female,F,53,45 to 64
Lung and Bronchus,22030,North Dakota,38,2015,2015,Male,M,70,45 to 64
Lung and Bronchus,22030,North Dakota,38,2016,2016,Female,F,66,45 to 64
Lung and Bronchus,22030,North Dakota,38,2016,2016,Male,M,75,45 to 64
Lung and Bronchus,22030,North Dakota,38,2017,2017,Female,F,59,45 to 64
Lung and Bronchus,22030,North Dakota,38,2017,2017,Male,M,61,45 to 64
Lung and Bronchus,22030,North Dakota,38,2018,2018,Female,F,75,45 to 64
Lung and Bronchus,22030,North Dakota,38,2018,2018,Male,M,79,45 to 64
Lung and Bronchus,22030,Ohio,39,2014,2014,Female,F,1571,45 to 64
Lung and Bronchus,22030,Ohio,39,2014,2014,Male,M,1825,45 to 64
Lung and Bronchus,22030,Ohio,39,2015,2015,Female,F,1624,45 to 64
Lung and Bronchus,22030,Ohio,39,2015,2015,Male,M,1781,45 to 64
Lung and Bronchus,22030,Ohio,39,2016,2016,Female,F,1526,45 to 64
Lung and Bronchus,22030,Ohio,39,2016,2016,Male,M,1770,45 to 64
Lung and Bronchus,22030,Ohio,39,2017,2017,Female,F,1530,45 to 64
Lung and Bronchus,22030,Ohio,39,2017,2017,Male,M,1775,45 to 64
Lung and Bronchus,22030,Ohio,39,2018,2018,Female,F,1611,45 to 64
Lung and Bronchus,22030,Ohio,39,2018,2018,Male,M,1664,45 to 64
Lung and Bronchus,22030,Oklahoma,40,2014,2014,Female,F,435,45 to 64
Lung and Bronchus,22030,Oklahoma,40,2014,2014,Male,M,516,45 to 64
Lung and Bronchus,22030,Oklahoma,40,2015,2015,Female,F,465,45 to 64
Lung and Bronchus,22030,Oklahoma,40,2015,2015,Male,M,503,45 to 64
Lung and Bronchus,22030,Oklahoma,40,2016,2016,Female,F,419,45 to 64
Lung and Bronchus,22030,Oklahoma,40,2016,2016,Male,M,511,45 to 64
Lung and Bronchus,22030,Oklahoma,40,2017,2017,Female,F,466,45 to 64
Lung and Bronchus,22030,Oklahoma,40,2017,2017,Male,M,490,45 to 64
Lung and Bronchus,22030,Oklahoma,40,2018,2018,Female,F,474,45 to 64
Lung and Bronchus,22030,Oklahoma,40,2018,2018,Male,M,480,45 to 64
Lung and Bronchus,22030,Oregon,41,2014,2014,Female,F,330,45 to 64
Lung and Bronchus,22030,Oregon,41,2014,2014,Male,M,358,45 to 64
Lung and Bronchus,22030,Oregon,41,2015,2015,Female,F,355,45 to 64
Lung and Bronchus,22030,Oregon,41,2015,2015,Male,M,347,45 to 64
Lung and Bronchus,22030,Oregon,41,2016,2016,Female,F,360,45 to 64
Lung and Bronchus,22030,Oregon,41,2016,2016,Male,M,362,45 to 64
Lung and Bronchus,22030,Oregon,41,2017,2017,Female,F,350,45 to 64
Lung and Bronchus,22030,Oregon,41,2017,2017,Male,M,351,45 to 64
Lung and Bronchus,22030,Oregon,41,2018,2018,Female,F,363,45 to 64
Lung and Bronchus,22030,Oregon,41,2018,2018,Male,M,325,45 to 64
Lung and Bronchus,22030,Pennsylvania,42,2014,2014,Female,F,1520,45 to 64
Lung and Bronchus,22030,Pennsylvania,42,2014,2014,Male,M,1671,45 to 64
Lung and Bronchus,22030,Pennsylvania,42,2015,2015,Female,F,1611,45 to 64
Lung and Bronchus,22030,Pennsylvania,42,2015,2015,Male,M,1596,45 to 64
Lung and Bronchus,22030,Pennsylvania,42,2016,2016,Female,F,1577,45 to 64
Lung and Bronchus,22030,Pennsylvania,42,2016,2016,Male,M,1624,45 to 64
Lung and Bronchus,22030,Pennsylvania,42,2017,2017,Female,F,1615,45 to 64
Lung and Bronchus,22030,Pennsylvania,42,2017,2017,Male,M,1553,45 to 64
Lung and Bronchus,22030,Pennsylvania,42,2018,2018,Female,F,1589,45 to 64
Lung and Bronchus,22030,Pennsylvania,42,2018,2018,Male,M,1517,45 to 64
Lung and Bronchus,22030,Rhode Island,44,2014,2014,Female,F,154,45 to 64
Lung and Bronchus,22030,Rhode Island,44,2014,2014,Male,M,130,45 to 64
Lung and Bronchus,22030,Rhode Island,44,2015,2015,Female,F,152,45 to 64
Lung and Bronchus,22030,Rhode Island,44,2015,2015,Male,M,125,45 to 64
Lung and Bronchus,22030,Rhode Island,44,2016,2016,Female,F,146,45 to 64
Lung and Bronchus,22030,Rhode Island,44,2016,2016,Male,M,150,45 to 64
Lung and Bronchus,22030,Rhode Island,44,2017,2017,Female,F,139,45 to 64
Lung and Bronchus,22030,Rhode Island,44,2017,2017,Male,M,136,45 to 64
Lung and Bronchus,22030,Rhode Island,44,2018,2018,Female,F,117,45 to 64
Lung and Bronchus,22030,Rhode Island,44,2018,2018,Male,M,107,45 to 64
Lung and Bronchus,22030,South Carolina,45,2014,2014,Female,F,567,45 to 64
Lung and Bronchus,22030,South Carolina,45,2014,2014,Male,M,705,45 to 64
Lung and Bronchus,22030,South Carolina,45,2015,2015,Female,F,563,45 to 64
Lung and Bronchus,22030,South Carolina,45,2015,2015,Male,M,728,45 to 64
Lung and Bronchus,22030,South Carolina,45,2016,2016,Female,F,576,45 to 64
Lung and Bronchus,22030,South Carolina,45,2016,2016,Male,M,709,45 to 64
Lung and Bronchus,22030,South Carolina,45,2017,2017,Female,F,601,45 to 64
Lung and Bronchus,22030,South Carolina,45,2017,2017,Male,M,700,45 to 64
Lung and Bronchus,22030,South Carolina,45,2018,2018,Female,F,570,45 to 64
Lung and Bronchus,22030,South Carolina,45,2018,2018,Male,M,629,45 to 64
Lung and Bronchus,22030,South Dakota,46,2014,2014,Female,F,89,45 to 64
